"Date";"DateCheck";"Q.m3Hrs";"Qna"
2016-05-05 18:18:00;"05/05/2016 18:18";5,492;5,492
2016-05-05 18:20:00;"05/05/2016 18:20";5,638;5,638
2016-05-05 18:22:00;"05/05/2016 18:22";5,62;5,62
2016-05-05 18:24:00;"05/05/2016 18:24";5,93;5,93
2016-05-05 18:26:00;"05/05/2016 18:26";5,615;5,615
2016-05-05 18:28:00;"05/05/2016 18:28";5,528;5,528
2016-05-05 18:30:00;"05/05/2016 18:30";5,695;5,695
2016-05-05 18:32:00;"05/05/2016 18:32";5,419;5,419
2016-05-05 18:34:00;"05/05/2016 18:34";5,774;5,774
2016-05-05 18:36:00;"05/05/2016 18:36";5,514;5,514
2016-05-05 18:38:00;"05/05/2016 18:38";5,776;5,776
2016-05-05 18:40:00;"05/05/2016 18:40";5,748;5,748
2016-05-05 18:42:00;"05/05/2016 18:42";5,456;5,456
2016-05-05 18:44:00;"05/05/2016 18:44";6;6
2016-05-05 18:46:00;"05/05/2016 18:46";6,026;6,026
2016-05-05 18:48:00;"05/05/2016 18:48";6,068;6,068
2016-05-05 18:50:00;"05/05/2016 18:50";5,725;5,725
2016-05-05 18:52:00;"05/05/2016 18:52";5,548;5,548
2016-05-05 18:54:00;"05/05/2016 18:54";6,416;6,416
2016-05-05 18:56:00;"05/05/2016 18:56";6,048;6,048
2016-05-05 18:58:00;"05/05/2016 18:58";5,778;5,778
2016-05-05 19:00:00;"05/05/2016 19:00";5,672;5,672
2016-05-05 19:02:00;"05/05/2016 19:02";6,024;6,024
2016-05-05 19:04:00;"05/05/2016 19:04";5,578;5,578
2016-05-05 19:06:00;"05/05/2016 19:06";6,019;6,019
2016-05-05 19:08:00;"05/05/2016 19:08";5,559;5,559
2016-05-05 19:10:00;"05/05/2016 19:10";5,748;5,748
2016-05-05 19:12:00;"05/05/2016 19:12";5,737;5,737
2016-05-05 19:14:00;"05/05/2016 19:14";5,771;5,771
2016-05-05 19:16:00;"05/05/2016 19:16";5,767;5,767
2016-05-05 19:18:00;"05/05/2016 19:18";5,752;5,752
2016-05-05 19:20:00;"05/05/2016 19:20";5,929;5,929
2016-05-05 19:22:00;"05/05/2016 19:22";6,006;6,006
2016-05-05 19:24:00;"05/05/2016 19:24";5,526;5,526
2016-05-05 19:26:00;"05/05/2016 19:26";5,805;5,805
2016-05-05 19:28:00;"05/05/2016 19:28";6,055;6,055
2016-05-05 19:30:00;"05/05/2016 19:30";5,508;5,508
2016-05-05 19:32:00;"05/05/2016 19:32";6,001;6,001
2016-05-05 19:34:00;"05/05/2016 19:34";5,952;5,952
2016-05-05 19:36:00;"05/05/2016 19:36";5,839;5,839
2016-05-05 19:38:00;"05/05/2016 19:38";6,258;6,258
2016-05-05 19:40:00;"05/05/2016 19:40";6,035;6,035
2016-05-05 19:42:00;"05/05/2016 19:42";5,82;5,82
2016-05-05 19:44:00;"05/05/2016 19:44";6,067;6,067
2016-05-05 19:46:00;"05/05/2016 19:46";6,032;6,032
2016-05-05 19:48:00;"05/05/2016 19:48";5,974;5,974
2016-05-05 19:50:00;"05/05/2016 19:50";6,216;6,216
2016-05-05 19:52:00;"05/05/2016 19:52";5,678;5,678
2016-05-05 19:54:00;"05/05/2016 19:54";6,073;6,073
2016-05-05 19:56:00;"05/05/2016 19:56";6,684;6,684
2016-05-05 19:58:00;"05/05/2016 19:58";6,095;6,095
2016-05-05 20:00:00;"05/05/2016 20:00";5,767;5,767
2016-05-05 20:02:00;"05/05/2016 20:02";5,987;5,987
2016-05-05 20:04:00;"05/05/2016 20:04";5,952;5,952
2016-05-05 20:06:00;"05/05/2016 20:06";5,887;5,887
2016-05-05 20:08:00;"05/05/2016 20:08";6,502;6,502
2016-05-05 20:10:00;"05/05/2016 20:10";5,986;5,986
2016-05-05 20:12:00;"05/05/2016 20:12";5,805;5,805
2016-05-05 20:14:00;"05/05/2016 20:14";6,322;6,322
2016-05-05 20:16:00;"05/05/2016 20:16";6,26;6,26
2016-05-05 20:18:00;"05/05/2016 20:18";6,193;6,193
2016-05-05 20:20:00;"05/05/2016 20:20";6,29;6,29
2016-05-05 20:22:00;"05/05/2016 20:22";5,708;5,708
2016-05-05 20:24:00;"05/05/2016 20:24";5,805;5,805
2016-05-05 20:26:00;"05/05/2016 20:26";6,022;6,022
2016-05-05 20:28:00;"05/05/2016 20:28";5,908;5,908
2016-05-05 20:30:00;"05/05/2016 20:30";6,135;6,135
2016-05-05 20:32:00;"05/05/2016 20:32";5,966;5,966
2016-05-05 20:34:00;"05/05/2016 20:34";5,684;5,684
2016-05-05 20:36:00;"05/05/2016 20:36";5,685;5,685
2016-05-05 20:38:00;"05/05/2016 20:38";6,285;6,285
2016-05-05 20:40:00;"05/05/2016 20:40";5,733;5,733
2016-05-05 20:42:00;"05/05/2016 20:42";5,661;5,661
2016-05-05 20:44:00;"05/05/2016 20:44";6,026;6,026
2016-05-05 20:46:00;"05/05/2016 20:46";5,884;5,884
2016-05-05 20:48:00;"05/05/2016 20:48";6,085;6,085
2016-05-05 20:50:00;"05/05/2016 20:50";5,927;5,927
2016-05-05 20:52:00;"05/05/2016 20:52";6,124;6,124
2016-05-05 20:54:00;"05/05/2016 20:54";6,088;6,088
2016-05-05 20:56:00;"05/05/2016 20:56";5,909;5,909
2016-05-05 20:58:00;"05/05/2016 20:58";6,408;6,408
2016-05-05 21:00:00;"05/05/2016 21:00";6,125;6,125
2016-05-05 21:02:00;"05/05/2016 21:02";6,249;6,249
2016-05-05 21:04:00;"05/05/2016 21:04";6,025;6,025
2016-05-05 21:06:00;"05/05/2016 21:06";6,242;6,242
2016-05-05 21:08:00;"05/05/2016 21:08";6,606;6,606
2016-05-05 21:10:00;"05/05/2016 21:10";6,344;6,344
2016-05-05 21:12:00;"05/05/2016 21:12";6,055;6,055
2016-05-05 21:14:00;"05/05/2016 21:14";6,198;6,198
2016-05-05 21:16:00;"05/05/2016 21:16";6,276;6,276
2016-05-05 21:18:00;"05/05/2016 21:18";6,34;6,34
2016-05-05 21:20:00;"05/05/2016 21:20";5,748;5,748
2016-05-05 21:22:00;"05/05/2016 21:22";6,278;6,278
2016-05-05 21:24:00;"05/05/2016 21:24";6,509;6,509
2016-05-05 21:26:00;"05/05/2016 21:26";6,061;6,061
2016-05-05 21:28:00;"05/05/2016 21:28";6,495;6,495
2016-05-05 21:30:00;"05/05/2016 21:30";6,337;6,337
2016-05-05 21:32:00;"05/05/2016 21:32";6,156;6,156
2016-05-05 21:34:00;"05/05/2016 21:34";5,952;5,952
2016-05-05 21:36:00;"05/05/2016 21:36";6,614;6,614
2016-05-05 21:38:00;"05/05/2016 21:38";6,027;6,027
2016-05-05 21:40:00;"05/05/2016 21:40";6,016;6,016
2016-05-05 21:42:00;"05/05/2016 21:42";6,172;6,172
2016-05-05 21:44:00;"05/05/2016 21:44";6,303;6,303
2016-05-05 21:46:00;"05/05/2016 21:46";6,014;6,014
2016-05-05 21:48:00;"05/05/2016 21:48";6,346;6,346
2016-05-05 21:50:00;"05/05/2016 21:50";6,113;6,113
2016-05-05 21:52:00;"05/05/2016 21:52";6,122;6,122
2016-05-05 21:54:00;"05/05/2016 21:54";6,062;6,062
2016-05-05 21:56:00;"05/05/2016 21:56";6,4;6,4
2016-05-05 21:58:00;"05/05/2016 21:58";6,267;6,267
2016-05-05 22:00:00;"05/05/2016 22:00";6,588;6,588
2016-05-05 22:02:00;"05/05/2016 22:02";5,945;5,945
2016-05-05 22:04:00;"05/05/2016 22:04";5,89;5,89
2016-05-05 22:06:00;"05/05/2016 22:06";6,379;6,379
2016-05-05 22:08:00;"05/05/2016 22:08";6,13;6,13
2016-05-05 22:10:00;"05/05/2016 22:10";6,184;6,184
2016-05-05 22:12:00;"05/05/2016 22:12";5,962;5,962
2016-05-05 22:14:00;"05/05/2016 22:14";6,111;6,111
2016-05-05 22:16:00;"05/05/2016 22:16";5,708;5,708
2016-05-05 22:18:00;"05/05/2016 22:18";6,608;6,608
2016-05-05 22:20:00;"05/05/2016 22:20";5,859;5,859
2016-05-05 22:22:00;"05/05/2016 22:22";5,811;5,811
2016-05-05 22:24:00;"05/05/2016 22:24";5,998;5,998
2016-05-05 22:26:00;"05/05/2016 22:26";6,081;6,081
2016-05-05 22:28:00;"05/05/2016 22:28";5,809;5,809
2016-05-05 22:30:00;"05/05/2016 22:30";6,274;6,274
2016-05-05 22:32:00;"05/05/2016 22:32";6,178;6,178
2016-05-05 22:34:00;"05/05/2016 22:34";6,091;6,091
2016-05-05 22:36:00;"05/05/2016 22:36";5,682;5,682
2016-05-05 22:38:00;"05/05/2016 22:38";5,73;5,73
2016-05-05 22:40:00;"05/05/2016 22:40";6,441;6,441
2016-05-05 22:42:00;"05/05/2016 22:42";5,865;5,865
2016-05-05 22:44:00;"05/05/2016 22:44";6,019;6,019
2016-05-05 22:46:00;"05/05/2016 22:46";6,154;6,154
2016-05-05 22:48:00;"05/05/2016 22:48";6,1;6,1
2016-05-05 22:50:00;"05/05/2016 22:50";5,734;5,734
2016-05-05 22:52:00;"05/05/2016 22:52";6,432;6,432
2016-05-05 22:54:00;"05/05/2016 22:54";6,246;6,246
2016-05-05 22:56:00;"05/05/2016 22:56";6,003;6,003
2016-05-05 22:58:00;"05/05/2016 22:58";6,569;6,569
2016-05-05 23:00:00;"05/05/2016 23:00";5,91;5,91
2016-05-05 23:02:00;"05/05/2016 23:02";6,01;6,01
2016-05-05 23:04:00;"05/05/2016 23:04";5,788;5,788
2016-05-05 23:06:00;"05/05/2016 23:06";6,123;6,123
2016-05-05 23:08:00;"05/05/2016 23:08";6,099;6,099
2016-05-05 23:10:00;"05/05/2016 23:10";6,319;6,319
2016-05-05 23:12:00;"05/05/2016 23:12";6,53;6,53
2016-05-05 23:14:00;"05/05/2016 23:14";6,061;6,061
2016-05-05 23:16:00;"05/05/2016 23:16";6,161;6,161
2016-05-05 23:18:00;"05/05/2016 23:18";5,766;5,766
2016-05-05 23:20:00;"05/05/2016 23:20";6,31;6,31
2016-05-05 23:22:00;"05/05/2016 23:22";5,946;5,946
2016-05-05 23:24:00;"05/05/2016 23:24";6,283;6,283
2016-05-05 23:26:00;"05/05/2016 23:26";6,104;6,104
2016-05-05 23:28:00;"05/05/2016 23:28";6,06;6,06
2016-05-05 23:30:00;"05/05/2016 23:30";6,611;6,611
2016-05-05 23:32:00;"05/05/2016 23:32";5,825;5,825
2016-05-05 23:34:00;"05/05/2016 23:34";6,465;6,465
2016-05-05 23:36:00;"05/05/2016 23:36";6,617;6,617
2016-05-05 23:38:00;"05/05/2016 23:38";5,682;5,682
2016-05-05 23:40:00;"05/05/2016 23:40";5,514;5,514
2016-05-05 23:42:00;"05/05/2016 23:42";5,978;5,978
2016-05-05 23:44:00;"05/05/2016 23:44";5,913;5,913
2016-05-05 23:46:00;"05/05/2016 23:46";6,487;6,487
2016-05-05 23:48:00;"05/05/2016 23:48";5,725;5,725
2016-05-05 23:50:00;"05/05/2016 23:50";6,19;6,19
2016-05-05 23:52:00;"05/05/2016 23:52";5,95;5,95
2016-05-05 23:54:00;"05/05/2016 23:54";6,263;6,263
2016-05-05 23:56:00;"05/05/2016 23:56";6,009;6,009
2016-05-05 23:58:00;"05/05/2016 23:58";6,282;6,282
2016-05-06 00:00:00;"06/05/2016 00:00";5,862;5,862
2016-05-06 00:02:00;"06/05/2016 00:02";6,584;6,584
2016-05-06 00:04:00;"06/05/2016 00:04";6,202;6,202
2016-05-06 00:06:00;"06/05/2016 00:06";5,873;5,873
2016-05-06 00:08:00;"06/05/2016 00:08";6,42;6,42
2016-05-06 00:10:00;"06/05/2016 00:10";6,268;6,268
2016-05-06 00:12:00;"06/05/2016 00:12";6,349;6,349
2016-05-06 00:14:00;"06/05/2016 00:14";6,074;6,074
2016-05-06 00:16:00;"06/05/2016 00:16";6,376;6,376
2016-05-06 00:18:00;"06/05/2016 00:18";6,093;6,093
2016-05-06 00:20:00;"06/05/2016 00:20";6,603;6,603
2016-05-06 00:22:00;"06/05/2016 00:22";6,236;6,236
2016-05-06 00:24:00;"06/05/2016 00:24";6,363;6,363
2016-05-06 00:26:00;"06/05/2016 00:26";6,094;6,094
2016-05-06 00:28:00;"06/05/2016 00:28";6,149;6,149
2016-05-06 00:30:00;"06/05/2016 00:30";6,247;6,247
2016-05-06 00:32:00;"06/05/2016 00:32";5,829;5,829
2016-05-06 00:34:00;"06/05/2016 00:34";6,012;6,012
2016-05-06 00:36:00;"06/05/2016 00:36";6,326;6,326
2016-05-06 00:38:00;"06/05/2016 00:38";6,32;6,32
2016-05-06 00:40:00;"06/05/2016 00:40";6,453;6,453
2016-05-06 00:42:00;"06/05/2016 00:42";6,345;6,345
2016-05-06 00:44:00;"06/05/2016 00:44";6,09;6,09
2016-05-06 00:46:00;"06/05/2016 00:46";6,072;6,072
2016-05-06 00:48:00;"06/05/2016 00:48";6,806;6,806
2016-05-06 00:50:00;"06/05/2016 00:50";5,622;5,622
2016-05-06 00:52:00;"06/05/2016 00:52";5,765;5,765
2016-05-06 00:54:00;"06/05/2016 00:54";6,327;6,327
2016-05-06 00:56:00;"06/05/2016 00:56";6,328;6,328
2016-05-06 00:58:00;"06/05/2016 00:58";6,008;6,008
2016-05-06 01:00:00;"06/05/2016 01:00";6,814;6,814
2016-05-06 01:02:00;"06/05/2016 01:02";6,347;6,347
2016-05-06 01:04:00;"06/05/2016 01:04";6,401;6,401
2016-05-06 01:06:00;"06/05/2016 01:06";6,365;6,365
2016-05-06 01:08:00;"06/05/2016 01:08";6,042;6,042
2016-05-06 01:10:00;"06/05/2016 01:10";6,02;6,02
2016-05-06 01:12:00;"06/05/2016 01:12";6,31;6,31
2016-05-06 01:14:00;"06/05/2016 01:14";6,344;6,344
2016-05-06 01:16:00;"06/05/2016 01:16";6,158;6,158
2016-05-06 01:18:00;"06/05/2016 01:18";6,549;6,549
2016-05-06 01:20:00;"06/05/2016 01:20";6,752;6,752
2016-05-06 01:22:00;"06/05/2016 01:22";5,873;5,873
2016-05-06 01:24:00;"06/05/2016 01:24";6,327;6,327
2016-05-06 01:26:00;"06/05/2016 01:26";5,772;5,772
2016-05-06 01:28:00;"06/05/2016 01:28";6,13;6,13
2016-05-06 01:30:00;"06/05/2016 01:30";6,007;6,007
2016-05-06 01:32:00;"06/05/2016 01:32";5,677;5,677
2016-05-06 01:34:00;"06/05/2016 01:34";6,606;6,606
2016-05-06 01:36:00;"06/05/2016 01:36";6,618;6,618
2016-05-06 01:38:00;"06/05/2016 01:38";5,972;5,972
2016-05-06 01:40:00;"06/05/2016 01:40";5,993;5,993
2016-05-06 01:42:00;"06/05/2016 01:42";6,618;6,618
2016-05-06 01:44:00;"06/05/2016 01:44";6,911;6,911
2016-05-06 01:46:00;"06/05/2016 01:46";5,999;5,999
2016-05-06 01:48:00;"06/05/2016 01:48";7,466;7,466
2016-05-06 01:50:00;"06/05/2016 01:50";6,52;6,52
2016-05-06 01:52:00;"06/05/2016 01:52";5,708;5,708
2016-05-06 01:54:00;"06/05/2016 01:54";6,036;6,036
2016-05-06 01:56:00;"06/05/2016 01:56";6,843;6,843
2016-05-06 01:58:00;"06/05/2016 01:58";6,374;6,374
2016-05-06 02:00:00;"06/05/2016 02:00";6,864;6,864
2016-05-06 02:02:00;"06/05/2016 02:02";6,098;6,098
2016-05-06 02:04:00;"06/05/2016 02:04";6,772;6,772
2016-05-06 02:06:00;"06/05/2016 02:06";6,09;6,09
2016-05-06 02:08:00;"06/05/2016 02:08";6,231;6,231
2016-05-06 02:10:00;"06/05/2016 02:10";6,44;6,44
2016-05-06 02:12:00;"06/05/2016 02:12";6,433;6,433
2016-05-06 02:14:00;"06/05/2016 02:14";6,052;6,052
2016-05-06 02:16:00;"06/05/2016 02:16";6,167;6,167
2016-05-06 02:18:00;"06/05/2016 02:18";6,235;6,235
2016-05-06 02:20:00;"06/05/2016 02:20";6,701;6,701
2016-05-06 02:22:00;"06/05/2016 02:22";6,638;6,638
2016-05-06 02:24:00;"06/05/2016 02:24";5,676;5,676
2016-05-06 02:26:00;"06/05/2016 02:26";6,638;6,638
2016-05-06 02:28:00;"06/05/2016 02:28";6,589;6,589
2016-05-06 02:30:00;"06/05/2016 02:30";6,654;6,654
2016-05-06 02:32:00;"06/05/2016 02:32";6,068;6,068
2016-05-06 02:34:00;"06/05/2016 02:34";6,326;6,326
2016-05-06 02:36:00;"06/05/2016 02:36";6,712;6,712
2016-05-06 02:38:00;"06/05/2016 02:38";6,623;6,623
2016-05-06 02:40:00;"06/05/2016 02:40";6,022;6,022
2016-05-06 02:42:00;"06/05/2016 02:42";6,391;6,391
2016-05-06 02:44:00;"06/05/2016 02:44";6,407;6,407
2016-05-06 02:46:00;"06/05/2016 02:46";6,244;6,244
2016-05-06 02:48:00;"06/05/2016 02:48";7,007;7,007
2016-05-06 02:50:00;"06/05/2016 02:50";6,354;6,354
2016-05-06 02:52:00;"06/05/2016 02:52";6,309;6,309
2016-05-06 02:54:00;"06/05/2016 02:54";6,294;6,294
2016-05-06 02:56:00;"06/05/2016 02:56";5,891;5,891
2016-05-06 02:58:00;"06/05/2016 02:58";6,691;6,691
2016-05-06 03:00:00;"06/05/2016 03:00";6,457;6,457
2016-05-06 03:02:00;"06/05/2016 03:02";5,992;5,992
2016-05-06 03:04:00;"06/05/2016 03:04";6,414;6,414
2016-05-06 03:06:00;"06/05/2016 03:06";5,977;5,977
2016-05-06 03:08:00;"06/05/2016 03:08";6,752;6,752
2016-05-06 03:10:00;"06/05/2016 03:10";6,499;6,499
2016-05-06 03:12:00;"06/05/2016 03:12";6,421;6,421
2016-05-06 03:14:00;"06/05/2016 03:14";6,375;6,375
2016-05-06 03:16:00;"06/05/2016 03:16";6,283;6,283
2016-05-06 03:18:00;"06/05/2016 03:18";6,611;6,611
2016-05-06 03:20:00;"06/05/2016 03:20";6,25;6,25
2016-05-06 03:22:00;"06/05/2016 03:22";6,166;6,166
2016-05-06 03:24:00;"06/05/2016 03:24";6,345;6,345
2016-05-06 03:26:00;"06/05/2016 03:26";6,336;6,336
2016-05-06 03:28:00;"06/05/2016 03:28";6,378;6,378
2016-05-06 03:30:00;"06/05/2016 03:30";6,3;6,3
2016-05-06 03:32:00;"06/05/2016 03:32";6,253;6,253
2016-05-06 03:34:00;"06/05/2016 03:34";6,092;6,092
2016-05-06 03:36:00;"06/05/2016 03:36";6,03;6,03
2016-05-06 03:38:00;"06/05/2016 03:38";6,589;6,589
2016-05-06 03:40:00;"06/05/2016 03:40";6,33;6,33
2016-05-06 03:42:00;"06/05/2016 03:42";6,178;6,178
2016-05-06 03:44:00;"06/05/2016 03:44";5,689;5,689
2016-05-06 03:46:00;"06/05/2016 03:46";6,787;6,787
2016-05-06 03:48:00;"06/05/2016 03:48";5,949;5,949
2016-05-06 03:50:00;"06/05/2016 03:50";5,694;5,694
2016-05-06 03:52:00;"06/05/2016 03:52";5,896;5,896
2016-05-06 03:54:00;"06/05/2016 03:54";6,568;6,568
2016-05-06 03:56:00;"06/05/2016 03:56";5,996;5,996
2016-05-06 03:58:00;"06/05/2016 03:58";5,705;5,705
2016-05-06 04:00:00;"06/05/2016 04:00";6,264;6,264
2016-05-06 04:02:00;"06/05/2016 04:02";5,743;5,743
2016-05-06 04:04:00;"06/05/2016 04:04";6,002;6,002
2016-05-06 04:06:00;"06/05/2016 04:06";6,686;6,686
2016-05-06 04:08:00;"06/05/2016 04:08";5,348;5,348
2016-05-06 04:10:00;"06/05/2016 04:10";6,269;6,269
2016-05-06 04:12:00;"06/05/2016 04:12";6,536;6,536
2016-05-06 04:14:00;"06/05/2016 04:14";5,819;5,819
2016-05-06 04:16:00;"06/05/2016 04:16";6,17;6,17
2016-05-06 04:18:00;"06/05/2016 04:18";5,535;5,535
2016-05-06 04:20:00;"06/05/2016 04:20";6,249;6,249
2016-05-06 04:22:00;"06/05/2016 04:22";6,342;6,342
2016-05-06 04:24:00;"06/05/2016 04:24";6,319;6,319
2016-05-06 04:26:00;"06/05/2016 04:26";5,753;5,753
2016-05-06 04:28:00;"06/05/2016 04:28";7,017;7,017
2016-05-06 04:30:00;"06/05/2016 04:30";6,007;6,007
2016-05-06 04:32:00;"06/05/2016 04:32";5,784;5,784
2016-05-06 04:34:00;"06/05/2016 04:34";6,078;6,078
2016-05-06 04:36:00;"06/05/2016 04:36";6,377;6,377
2016-05-06 04:38:00;"06/05/2016 04:38";6,353;6,353
2016-05-06 04:40:00;"06/05/2016 04:40";5,971;5,971
2016-05-06 04:42:00;"06/05/2016 04:42";5,93;5,93
2016-05-06 04:44:00;"06/05/2016 04:44";6,47;6,47
2016-05-06 04:46:00;"06/05/2016 04:46";6,054;6,054
2016-05-06 04:48:00;"06/05/2016 04:48";6,023;6,023
2016-05-06 04:50:00;"06/05/2016 04:50";5,813;5,813
2016-05-06 04:52:00;"06/05/2016 04:52";6,911;6,911
2016-05-06 04:54:00;"06/05/2016 04:54";6,156;6,156
2016-05-06 04:56:00;"06/05/2016 04:56";6,465;6,465
2016-05-06 04:58:00;"06/05/2016 04:58";6,054;6,054
2016-05-06 05:00:00;"06/05/2016 05:00";6,105;6,105
2016-05-06 05:02:00;"06/05/2016 05:02";6,022;6,022
2016-05-06 05:04:00;"06/05/2016 05:04";6,59;6,59
2016-05-06 05:06:00;"06/05/2016 05:06";6,05;6,05
2016-05-06 05:08:00;"06/05/2016 05:08";5,663;5,663
2016-05-06 05:10:00;"06/05/2016 05:10";5,929;5,929
2016-05-06 05:12:00;"06/05/2016 05:12";5,493;5,493
2016-05-06 05:14:00;"06/05/2016 05:14";6,033;6,033
2016-05-06 05:16:00;"06/05/2016 05:16";6,372;6,372
2016-05-06 05:18:00;"06/05/2016 05:18";5,68;5,68
2016-05-06 05:20:00;"06/05/2016 05:20";6,314;6,314
2016-05-06 05:22:00;"06/05/2016 05:22";5,823;5,823
2016-05-06 05:24:00;"06/05/2016 05:24";6,022;6,022
2016-05-06 05:26:00;"06/05/2016 05:26";6,04;6,04
2016-05-06 05:28:00;"06/05/2016 05:28";6,133;6,133
2016-05-06 05:30:00;"06/05/2016 05:30";6,265;6,265
2016-05-06 05:32:00;"06/05/2016 05:32";6,058;6,058
2016-05-06 05:34:00;"06/05/2016 05:34";5,63;5,63
2016-05-06 05:36:00;"06/05/2016 05:36";6,037;6,037
2016-05-06 05:38:00;"06/05/2016 05:38";5,696;5,696
2016-05-06 05:40:00;"06/05/2016 05:40";5,635;5,635
2016-05-06 05:42:00;"06/05/2016 05:42";6,715;6,715
2016-05-06 05:44:00;"06/05/2016 05:44";6,479;6,479
2016-05-06 05:46:00;"06/05/2016 05:46";6,327;6,327
2016-05-06 05:48:00;"06/05/2016 05:48";5,664;5,664
2016-05-06 05:50:00;"06/05/2016 05:50";6,625;6,625
2016-05-06 05:52:00;"06/05/2016 05:52";5,527;5,527
2016-05-06 05:54:00;"06/05/2016 05:54";5,781;5,781
2016-05-06 05:56:00;"06/05/2016 05:56";6,194;6,194
2016-05-06 05:58:00;"06/05/2016 05:58";5,774;5,774
2016-05-06 06:00:00;"06/05/2016 06:00";5,689;5,689
2016-05-06 06:02:00;"06/05/2016 06:02";5,986;5,986
2016-05-06 06:04:00;"06/05/2016 06:04";6,662;6,662
2016-05-06 06:06:00;"06/05/2016 06:06";6,03;6,03
2016-05-06 06:08:00;"06/05/2016 06:08";6,066;6,066
2016-05-06 06:10:00;"06/05/2016 06:10";5,831;5,831
2016-05-06 06:12:00;"06/05/2016 06:12";6,59;6,59
2016-05-06 06:14:00;"06/05/2016 06:14";5,164;5,164
2016-05-06 06:16:00;"06/05/2016 06:16";5,494;5,494
2016-05-06 06:18:00;"06/05/2016 06:18";5,967;5,967
2016-05-06 06:20:00;"06/05/2016 06:20";5,812;5,812
2016-05-06 06:22:00;"06/05/2016 06:22";5,658;5,658
2016-05-06 06:24:00;"06/05/2016 06:24";5,686;5,686
2016-05-06 06:26:00;"06/05/2016 06:26";6,125;6,125
2016-05-06 06:28:00;"06/05/2016 06:28";5,508;5,508
2016-05-06 06:30:00;"06/05/2016 06:30";6,31;6,31
2016-05-06 06:32:00;"06/05/2016 06:32";6,666;6,666
2016-05-06 06:34:00;"06/05/2016 06:34";5,655;5,655
2016-05-06 06:36:00;"06/05/2016 06:36";6,536;6,536
2016-05-06 06:38:00;"06/05/2016 06:38";5,89;5,89
2016-05-06 06:40:00;"06/05/2016 06:40";6,345;6,345
2016-05-06 06:42:00;"06/05/2016 06:42";6,308;6,308
2016-05-06 06:44:00;"06/05/2016 06:44";5,893;5,893
2016-05-06 06:46:00;"06/05/2016 06:46";6,301;6,301
2016-05-06 06:48:00;"06/05/2016 06:48";6,002;6,002
2016-05-06 06:50:00;"06/05/2016 06:50";5,709;5,709
2016-05-06 06:52:00;"06/05/2016 06:52";5,46;5,46
2016-05-06 06:54:00;"06/05/2016 06:54";5,728;5,728
2016-05-06 06:56:00;"06/05/2016 06:56";5,91;5,91
2016-05-06 06:58:00;"06/05/2016 06:58";5,963;5,963
2016-05-06 07:00:00;"06/05/2016 07:00";6,372;6,372
2016-05-06 07:02:00;"06/05/2016 07:02";6,085;6,085
2016-05-06 07:04:00;"06/05/2016 07:04";5,991;5,991
2016-05-06 07:06:00;"06/05/2016 07:06";6,042;6,042
2016-05-06 07:08:00;"06/05/2016 07:08";5,813;5,813
2016-05-06 07:10:00;"06/05/2016 07:10";5,375;5,375
2016-05-06 07:12:00;"06/05/2016 07:12";5,629;5,629
2016-05-06 07:14:00;"06/05/2016 07:14";5,829;5,829
2016-05-06 07:16:00;"06/05/2016 07:16";6,358;6,358
2016-05-06 07:18:00;"06/05/2016 07:18";6,14;6,14
2016-05-06 07:20:00;"06/05/2016 07:20";5,877;5,877
2016-05-06 07:22:00;"06/05/2016 07:22";5,65;5,65
2016-05-06 07:24:00;"06/05/2016 07:24";5,992;5,992
2016-05-06 07:26:00;"06/05/2016 07:26";6,103;6,103
2016-05-06 07:28:00;"06/05/2016 07:28";6,162;6,162
2016-05-06 07:30:00;"06/05/2016 07:30";5,658;5,658
2016-05-06 07:32:00;"06/05/2016 07:32";5,854;5,854
2016-05-06 07:34:00;"06/05/2016 07:34";6,115;6,115
2016-05-06 07:36:00;"06/05/2016 07:36";6,473;6,473
2016-05-06 07:38:00;"06/05/2016 07:38";6,167;6,167
2016-05-06 07:40:00;"06/05/2016 07:40";6,173;6,173
2016-05-06 07:42:00;"06/05/2016 07:42";5,878;5,878
2016-05-06 07:44:00;"06/05/2016 07:44";5,694;5,694
2016-05-06 07:46:00;"06/05/2016 07:46";5,644;5,644
2016-05-06 07:48:00;"06/05/2016 07:48";5,632;5,632
2016-05-06 07:50:00;"06/05/2016 07:50";6,014;6,014
2016-05-06 07:52:00;"06/05/2016 07:52";5,676;5,676
2016-05-06 07:54:00;"06/05/2016 07:54";5,707;5,707
2016-05-06 07:56:00;"06/05/2016 07:56";6,1;6,1
2016-05-06 07:58:00;"06/05/2016 07:58";5,705;5,705
2016-05-06 08:00:00;"06/05/2016 08:00";5,962;5,962
2016-05-06 08:02:00;"06/05/2016 08:02";5,929;5,929
2016-05-06 08:04:00;"06/05/2016 08:04";6,194;6,194
2016-05-06 08:06:00;"06/05/2016 08:06";5,411;5,411
2016-05-06 08:08:00;"06/05/2016 08:08";5,708;5,708
2016-05-06 08:10:00;"06/05/2016 08:10";5,799;5,799
2016-05-06 08:12:00;"06/05/2016 08:12";6,059;6,059
2016-05-06 08:14:00;"06/05/2016 08:14";5,786;5,786
2016-05-06 08:16:00;"06/05/2016 08:16";5,191;5,191
2016-05-06 08:18:00;"06/05/2016 08:18";5,959;5,959
2016-05-06 08:20:00;"06/05/2016 08:20";5,658;5,658
2016-05-06 08:22:00;"06/05/2016 08:22";5,625;5,625
